Epoch | Loss | 3DAll | 3DNod | 3DRaw | CleanOK | 2DAll | 2DTumor | FA | FPcomp | Detect | Precision | Sensitivity | FailRate | Gate
32 | 0.1860 | 0.5483 | 0.4924 | 0.4281 | 79% | 0.9331 | 0.5146 | 0.0370 | 0.51 | 57.5% | 0.5386 | 0.5334 | 32.5% | 0/0.9/2.0
33 | 0.1833 | 0.5481 | 0.4921 | 0.4287 | 79% | 0.9315 | 0.5200 | 0.0391 | 0.70 | 64.5% | 0.5433 | 0.5390 | 31.6% | 15/0.9/2.5
34 | 0.1815 | 0.5420 | 0.4603 | 0.4396 | 89% | 0.9323 | 0.5151 | 0.0379 | 0.39 | 55.6% | 0.5391 | 0.5362 | 32.0% | 35/0.95/2.5
35 | 0.1794 | 0.5444 | 0.4876 | 0.4525 | 79% | 0.9321 | 0.5197 | 0.0385 | 0.50 | 60.3% | 0.5406 | 0.5416 | 31.9% | 35/0.9/2.5
36 | 0.1782 | 0.5522 | 0.4850 | 0.4500 | 84% | 0.9322 | 0.5261 | 0.0388 | 0.51 | 59.8% | 0.5440 | 0.5482 | 31.3% | 35/0.0/2.5
37 | 0.1758 | 0.5443 | 0.4753 | 0.4242 | 84% | 0.9321 | 0.5207 | 0.0385 | 0.50 | 58.4% | 0.5407 | 0.5417 | 31.9% | 35/0.0/2.5
38 | 0.1755 | 0.5369 | 0.4906 | 0.4130 | 74% | 0.9328 | 0.5197 | 0.0377 | 0.81 | 65.0% | 0.5403 | 0.5413 | 31.8% | 0/0.9/2.5
39 | 0.1733 | 0.5422 | 0.4605 | 0.4191 | 89% | 0.9333 | 0.5187 | 0.0371 | 0.54 | 58.9% | 0.5367 | 0.5439 | 32.0% | 0/0.95/2.5
40 | 0.1722 | 0.5428 | 0.4612 | 0.4233 | 89% | 0.9323 | 0.5289 | 0.0389 | 0.45 | 57.9% | 0.5443 | 0.5569 | 30.7% | 35/0.95/2.5
41 | 0.1694 | 0.5381 | 0.5043 | 0.4300 | 68% | 0.9328 | 0.5317 | 0.0386 | 0.87 | 66.8% | 0.5500 | 0.5597 | 30.1% | 15/0.8/2.5
42 | 0.1685 | 0.5463 | 0.4899 | 0.4186 | 79% | 0.9321 | 0.5302 | 0.0392 | 0.53 | 63.6% | 0.5444 | 0.5597 | 30.4% | 35/0.9/2.5
43 | 0.1680 | 0.5545 | 0.4879 | 0.4344 | 84% | 0.9337 | 0.5308 | 0.0375 | 0.54 | 63.6% | 0.5493 | 0.5590 | 30.1% | 35/0.9/2.5
44 | 0.1650 | 0.5500 | 0.4824 | 0.4339 | 84% | 0.9344 | 0.5311 | 0.0368 | 0.52 | 63.1% | 0.5491 | 0.5608 | 30.4% | 35/0.9/2.5
45 | 0.1635 | 0.5510 | 0.4835 | 0.4316 | 84% | 0.9342 | 0.5307 | 0.0369 | 0.50 | 61.7% | 0.5498 | 0.5606 | 30.5% | 35/0.0/2.5
